100;60;;;;;;;;
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
X;0;0;0;1.0;0;0;0;1.0;X
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
X;0;0;0;1.0;0;0;0;1.0;X
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
#;0;0;0;1.0;0;0;0;1.0;empty
